NEWER_VERSION_ON_COMMIT_DATE;PREVIOUS_VERSION;Count of HASH
2.1;2.1-SNAPSHOT;269
2.1.3;2.1.3;269
2.20;2.21-SNAPSHOT;269
2.22.1;3.0-SNAPSHOT;269
1.6.M02;1.6-SNAPSHOT;268
2.19;2.20-SNAPSHOT;268
1.0.0.beta5;1.1-SNAPSHOT;267
2.5.4;2.5.4;265
0.15;0.15;264
10.0.0.Beta2;10.0.0.Beta2;264
1.2.0.Final;1.2.0.Beta1;263
0.134;0.134;262
1.1.0;1.2.0-SNAPSHOT;262
10.0.0.Beta2;10.0.0.CR2-SNAPSHOT;262
2.22.1;2.22-SNAPSHOT;262
3.2.11.RELEASE;4.1.1.BUILD-SNAPSHOT;262
3.6.200.v20130402-1505;3.6.200.v20130402-1505;262
0.17.4;0.17.5-SNAPSHOT;261
0.31;0.31;261
1.0.0.Alpha2;1.0.0.Alpha1;261
10.0.0.Beta1;10.0.0.Beta1;261
10.0.0.Beta2;10.0.0.Beta2-SNAPSHOT;261
1.0.4.Final;1.0.4.Final;260
7.0.0.Beta3;7.0.0.Beta4-SNAPSHOT;260
0.1.2;0.1.2;259
1.2.4;1.2.3;259
3.0.3;2.3.6-SNAPSHOT;259
3.1.0.Final;3.1.0.Final;259
1.1.7;1.1.2;258
2.1.0;2.1.1-SNAPSHOT;258
2.6.2;2.3.1;258
3.1.2;3.1.1;258
3.2.18.RELEASE;4.3.6.BUILD-SNAPSHOT;258
0.1.1;0.1.1;257
0.4.4;0.5.0-SNAPSHOT;257
1.4;1.4;257
2.0-m12-1;2.0-SNAPSHOT;257
2.0-RC2;4.3.5.RELEASE;257
3.0.2;2.2.0;256
4.1.6.RELEASE;4.1.7.BUILD-SNAPSHOT;256
1.2.4.RELEASE;1.2.6.BUILD-SNAPSHOT;255
1.2.5.RELEASE;1.2.8.BUILD-SNAPSHOT;255
1.2.8.RELEASE;1.2.9.BUILD-SNAPSHOT;255
1.6.M01;1.6.M02;255
2.0.31-beta;1.9.5;255
2.2.1;2.2.1;255
1.0.4.Final;1.0.3.Final;254
1.7.0;1.3.3;254
12.0;2.0.2;254
3.1.0-M04;2.3.6-SNAPSHOT;254
7.1.0.CR1b;7.1.2.Final-SNAPSHOT;253
0.13.5;0.13.6-SNAPSHOT;252
0.14.0;0.15.0-SNAPSHOT;252
0.15.2;0.15.3-SNAPSHOT;252
0.16.1;0.16.1-SNAPSHOT;252
0.16.4;0.16.5-SNAPSHOT;252
2.0.31-beta;1.10.19;251
2.3;2.3.1-SNAPSHOT;251
2.3.0-RC1;3.0.0-SNAPSHOT;251
0.13.1;0.13.2-SNAPSHOT;250
10.0.0.Alpha5;10.0.0.Beta1-SNAPSHOT;250
3.0.0;2.0.1;250
0.127;0.127;249
0.14;0.14;249
1.9.5;1.9.5;249
10.0.0.Alpha5;10.0.0.Alpha5;249
2.5;2.5.1-SNAPSHOT;248
0.6;0.7-SNAPSHOT;247
1.17;1.17;247
10.0.0.Alpha4;10.0.0.Alpha4;247
1.0.0.beta4;1.0.0.beta5;246
2.1.3;2.1.4;246
2.16;2.17-SNAPSHOT;246
1.9;1.9;245
2.1.1;2.1.1;245
1.7.13;1.7.12;244
1.1.12.RELEASE;1.2.5.BUILD-SNAPSHOT;243
1.1.7.RELEASE;1.2.4.BUILD-SNAPSHOT;243
0.11.9;0.11.10-SNAPSHOT;242
0.8.0-RC2;0.8.0-RC3-SNAPSHOT;242
1.3.M03;1.3.M03;241
10.0.0.CR4;10.0.0.CR4;241
3.2.16.RELEASE;4.2.4.RELEASE;241
1.1.0;1.1.0.wildfly-008;240
2.13;2.13-SNAPSHOT;240
2.5;2.4.1;240
2.8.0-rc2;2.7.0;240
0.121;0.122-SNAPSHOT;239
12.0;2.0.3;239
2.2.8;3.0.2-SNAPSHOT;239
3.1.0-M07;3.1.0-SNAPSHOT;239
2.15;2.16-SNAPSHOT;238
0.5;0.5;237
2.13;2.14-SNAPSHOT;237
10.0.0.Alpha3;10.0.0.Alpha4-SNAPSHOT;236
2.0.2.Final;2.0.2.Final;236
9.0.1.Final;10.0.0.Alpha6-SNAPSHOT;236
2.9.4;2.3;235
3.1.0-M12-beta2;3.1.0-SNAPSHOT;235
2.3.0-M01;2.3.0-M01;234
2.5.2;2.19-SNAPSHOT;234
0.9.1;0.9.2;233
2.2.8;3.0.0-SNAPSHOT;233
2.4.1;2.5-SNAPSHOT;233
4.5;4.3.6;233
18.0;15.0;232
2.2.3;2.3.2-SNAPSHOT;232
4.5.1;4.3.6;232
0.2.28;0.2.28;231
0.2.33;0.2.33;231
1;2.2.0-b21;231
5.5.0.Final;5.5.0.Final;231
0.3.1;0.3.2-SNAPSHOT;230
10.0.0.Alpha2;10.0.0.Alpha2;230
10.0.0.Alpha3;10.0.0.Alpha3;230
2.4.3;2.3.11;230
3.0.0;9.0.4;230
9.0.0.Beta2;9.0.0.CR1-SNAPSHOT;230
9.0.0.CR1;9.0.0.CR1;230
9.0.0.CR1;9.0.0.CR2-SNAPSHOT;230
9.0.0.CR2;10.0.0.Alpha3-SNAPSHOT;230
4.0-beta4;3.0;229
9.0.0.Beta1;9.0.0.Beta1;229
9.0.0.Beta1;9.0.0.CR1-SNAPSHOT;229
9.0.0.Beta2;9.0.0.Beta2;229
0.24;0.23;228
1.0.0.beta4;1.0.0.beta4;228
1.6.M02;1.6.M03;228
2.2.8;2.3.3-SNAPSHOT;228
10.0.0.Alpha1;10.0.0.Alpha2-SNAPSHOT;226
2.14;2.15-SNAPSHOT;226
4.1.0.RELEASE;4.0.4.RELEASE;226
2.3.9;3.1.2-SNAPSHOT;225
2.4;1.4;225
3.1.1;3.1.1;224
1.0.0.Final;9.0.0.Alpha1-SNAPSHOT;223
1.13.1;1.13.1;223
2.12;2.13-SNAPSHOT;223
2.2.5;2.2.5-SNAPSHOT;223
2.6;2.7-SNAPSHOT;223
2.8;2.9-SNAPSHOT;223
4.1.0.RELEASE;4.1.0.RELEASE;223
2.10.1;2.11-SNAPSHOT;222
2.10.4;2.12;222
2.10.4;2.12-SNAPSHOT;222
2.10.4;2.13-SNAPSHOT;222
2.12;2.12-SNAPSHOT;222
2.12;2.14-SNAPSHOT;222
2.3.9;3.2.0-SNAPSHOT;222
2.7;2.8-SNAPSHOT;222
2.9.1;2.10-SNAPSHOT;222
3.0.4;3.0.5-SNAPSHOT;221
1.3.0;1.3.1-SNAPSHOT;220
3.0.7;3.0.8-SNAPSHOT;220
3.0.8;3.0.9-SNAPSHOT;220
3.1.0;2.2.1;220
2.2.2;2.2.2-SNAPSHOT;219
2.1;2.1;218
2.3.0-M02;2.2.3-SNAPSHOT;218
2.7;2.6.2;218
10.0.0.CR4;10.0.0.CR5-SNAPSHOT;217
0.11.1;0.11.2-SNAPSHOT;216
0.7.0-rc3;0.7.0-SNAPSHOT;216
1.0.3.Final;1.0.1.Final;216
1.2_15-B02;2.1.7-jbossorg-2;216
2.0.2;1.9.8-SNAPSHOT;216
3.1.0-M12-beta2;3.0.7-SNAPSHOT;216
3.1.0-M13-beta3;3.0.9-SNAPSHOT;216
4.2.0.RELEASE;4.1.3.RELEASE;216
3.2.0-alpha04;3.0.9-SNAPSHOT;215
3.2.0-alpha04;3.2.0-SNAPSHOT;215
3.2.0-alpha03;3.2.0-SNAPSHOT;214
1.12.0;1.12.0;213
2.1-m01;2.0;213
3.1.0-M07;2.3.7-SNAPSHOT;212
1.0.0.Alpha4;1.0.0.Alpha4;211
2.2.0-RC01;2.2.1-SNAPSHOT;211
3.0.4;2.3.7-SNAPSHOT;211
3.2;3.2;211
1.6.1;1.7.M01;210
1.6.1;1.7-SNAPSHOT;210
1.7.18;1.7.6;210
2.0.4;2.0.4;210
2.2;2.3-SNAPSHOT;210
7.0.0.Beta2;7.0.0.Beta2;210
1.1.2.RELEASE;1.1.2.RELEASE;209
2.2.0-RC01;2.2.0-RC01;209
2.22.1;2.22.1;209
3.2.1;3.2.1;209
7.0.0.Beta1;7.0.0.Beta2-SNAPSHOT;209
1.3.M04;1.3-SNAPSHOT;207
2.0.3;1.3.9;207
2.2.0-M04;2.2-SNAPSHOT;207
2.3.0-M01;2.2.2-SNAPSHOT;207
3.0.0-rc1;2.3.4-SNAPSHOT;207
3.0.2;3.1.0-SNAPSHOT;207
3.1.0-M08;2.3.8-SNAPSHOT;207
6.9.13.6;6.8.8;207
2.2.0-M04;2.2.0-M04;206
2.2.2;2.2.4-SNAPSHOT;206
1.9.13;1.9.13;205
2.0.43-beta;1.9.5;205
2.2.0-M03;2.2.0-M03;205
3.0.0-M05;2.3.5-SNAPSHOT;205
3.1.0;3.1.0;205
9.0.0.Alpha1;9.0.0.Alpha1-SNAPSHOT;205
1.3.M02;1.3-SNAPSHOT;204
2.0.0.Beta5;2.0.0.Beta4;204
1.1.0.RELEASE;1.1.1.BUILD-SNAPSHOT;203
2.3.1;2.4-SNAPSHOT;203
3.0.0.Beta5;3.0.0.Beta3;203
7.0.0.Beta3;7.0.0.Beta3;203
0.0.3;0.0.3.1-SNAPSHOT;202
1.0.0;1.1.0-SNAPSHOT;202
2.0-m13-3;2.0-rc1;202
0.8.2;0.8.2;201
1.5.1;1.5.0;201
2.0-m13-2;2.0-m13-3;201
2.3;2.1;201
2.0-m13-1;2.0-m13-2;200
3.0.0.Beta2;3.0.0.Beta2;200
7.0.0.Beta2;7.0.0.Beta3-SNAPSHOT;200
0.104;0.105-SNAPSHOT;199
0.105;0.105;199
2.0.5;1.9.10-SNAPSHOT;199
2.1.5;2.1.5;199
2.2.0-M02;2.2.0-M02;199
2.2.10;2.3.6-SNAPSHOT;199
1.0.0.Beta6;1.0.0.Beta6;198
1.9.2;1.9.2;198
2.1.7;2.1.8-SNAPSHOT;198
3.2.0;2.10.3;198
8.5.4;8.0.36;198
2.0.5;2.0.6-SNAPSHOT;197
0.95;0.96-SNAPSHOT;196
1.2.17;1.2.16;196
2.3.9;3.0.9-SNAPSHOT;196
4.0.2.RELEASE;4.0.2.RELEASE;196
1.1.4.RELEASE;2.0.0.M1;195
2.0.3.Final;2.0.2.Final;195
2.1.8;2.1.9-SNAPSHOT;195
4.0.1.RELEASE;4.0.1.RELEASE;195
4.3.2.RELEASE;4.3.2.RELEASE;195
0.2.15;0.2.15;194
2.0-m13;2.0-m13-1;194
3.0.13.Final;3.0.13.Final;194
0.94;0.94;193
2.3.7;2.2.11-SNAPSHOT;193
3.0.0-M01;2.2.8-SNAPSHOT;193
3.0.0-M01;2.2.9-SNAPSHOT;193
0.1.1;0.1.0;192
1.3.0;1.1.0.wildfly-017;192
1.5;1.6-SNAPSHOT;192
2.2.0-M03;2.1.7-SNAPSHOT;192
2.3.0;1;192
2.3.0;2.2.7-SNAPSHOT;192
2.3.8;2.2.11-SNAPSHOT;192
1.0.0.Alpha4;1.0.0.Alpha3;191
1.0.0.RELEASE;1.0.1.BUILD-SNAPSHOT;191
1.2.0.Final;1.2.0.Final;191
2.0-m12-1;2.0-m13;191
2.4;2.5-SNAPSHOT;191
0.2.12;0.2.14;190
2.0.1;2.0-SNAPSHOT;190
2.2.4;2.2.6-SNAPSHOT;190
2.22.1;2.14;190
2.3.0-RC1;2.2.7-SNAPSHOT;190
3.5.0;2.7.5;190
4.8.2;4.8.1;190
1.2.0;1.2.1-SNAPSHOT;189
3.0.0.Beta1;3.0.0.Alpha24;189
1.9.9;1.9.9;188
0.0.3;0.0.3.1;187
0.8.0;0.8.1;187
1.3.1;1.3.1;187
2.0.2;2.0.2;187
2.5;2.5;187
2.6.2;2.6.1;187
3.2.1;3.1;187
2.0.4.Final;2.0.3.Final;186
3.0.0-M03;3.0.0-SNAPSHOT;186
0.21.0.RELEASE;0.20.0.RELEASE;185
4.2.5.RELEASE;4.2.4.RELEASE;185
1;2.4.0-b25;184
1.2.0.RELEASE;1.2.1.BUILD-SNAPSHOT;184
1.0.2.RELEASE;1.1.1.BUILD-SNAPSHOT;183
2.6.8;1.10.19;183
4.3.5.RELEASE;4.3.5.BUILD-SNAPSHOT;183
1.0.0.beta5;1.0.0.RC1;182
2.0.3;2.0.3;182
7.0.57;8.0.15;182
1.0.0.beta2;1.0.0.beta1;181
1.2;1.1;181
1.3.2;3.0.0;181
2.0.0.CR8;2.0.0.CR8;180
4.0.2.RELEASE;3.2.8.RELEASE;180
4.1.9.RELEASE;4.1.9.BUILD-SNAPSHOT;180
4.2.3.RELEASE;4.1.8.RELEASE;180
5.2.2.Final;5.2.2.Final;180
2.0-m12;2.0-m12-1;179
2.0-m12;2.0-SNAPSHOT;179
4.1.5.RELEASE;4.1.6.BUILD-SNAPSHOT;179
0.134;0.133;178
1.0.0.beta5;1.0-SNAPSHOT;178
1.1.1;1.2.0-SNAPSHOT;178
1.1.10.RELEASE;1.1.12.BUILD-SNAPSHOT;178
1.1.11.RELEASE;1.1.12.BUILD-SNAPSHOT;178
2.1.6;2.1.6;178
0.6;0.6.1;177
1.0.2.Final;1.0.1.Final;177
2.0;2.1;177
0.19;0.18;176
1.9;1.9.1-SNAPSHOT;176
2.0.0.CR3;2.0.0.CR2;176
2.2.0-M03;2.2-SNAPSHOT;176
3.0.0.Alpha5;3.0.0.Alpha13;176
0.139;0.138;175
2.0.0.CR3;3.0.0.Alpha12;175
2.0-m03;2.0-SNAPSHOT;175
2.2.0.CR5;2.2.0.CR5;175
2.2.0.CR7;2.2.0.CR7;175
2.2.0.Final;2.2.0.CR8;175
2.2.1.CR1;3.0.0.Alpha10;175
3.0.0.Alpha11;3.0.0.Alpha11;175
3.0.0.Alpha12;3.0.0.Alpha11;175
3.0.0.Alpha2;2.2.0.CR3;175
3.0.0.Alpha6;3.0.0.Alpha6;175
3.0.0.Alpha8;3.0.0.Alpha8;175
3.0.0.Alpha9;3.0.0.Alpha9;175
4.5.1;4.5.1;175
0.132;0.131;174
0.17.6;0.17.7-SNAPSHOT;174
0.8.2;0.8.3-SNAPSHOT;174
1.0.0.beta2a;1.0.0-SNAPSHOT;174
1.0.0.beta2a;1.0.1.beta2a-SNAPSHOT;174
1.7.10;1.7.7;174
2.0-m04;2.0-m04;174
2.0-m11;2.0-m12;174
2.0-m11;2.0-SNAPSHOT;174
3.5.101;3.5.101;174
0.130;0.128;173
0.138;0.137;173
0.8.2;0.9.0-SNAPSHOT;173
2.2.0.CR2;3.0.0.Alpha9;173
3.0.0.Alpha9;3.0.0.Alpha8;173
8.2.0.Final;9.0.0.Alpha2-SNAPSHOT;173
1.12.1;1.12.1;172
2.0-m11;2.0-m11;172
3.0.0.Alpha12;3.0.0.Alpha14;172
3.0.0.Alpha13;3.0.0.Alpha13;172
4.3.4.RELEASE;4.3.4.BUILD-SNAPSHOT;172
0.16.7;0.17.1-SNAPSHOT;171
2.0.0.CR1;2.0.0.CR1;171
2.2.0.CR9;2.2.0.CR9;171
3.0.0.Alpha14;3.0.0.Alpha13;171
3.0.0.Alpha14;3.0.0.Alpha14;171
3.0.0.Alpha15;3.0.0.Alpha15;171
3.0.0.Alpha16;3.0.0.Alpha15;171
3.0.0.Alpha16;3.0.0.Alpha16;171
3.0.0.Alpha20;3.0.0.Alpha19;171
3.0.0.Alpha22;3.0.0.Beta2;171
3.0.0.Alpha23;3.0.0.Alpha23;171
3.0.0.Alpha24;3.0.0.Alpha24;171
3.0.0.Alpha25;3.0.0.Alpha24;171
3.0.0.Beta1;3.0.0.Alpha25;171
3.0.0.Beta1;3.0.0.Beta1;171
3.0.0.Beta1;3.0.0.Beta2;171
3.0.0.Beta2;3.0.0.Alpha25;171
4.0.1.RELEASE;3.2.7.RELEASE;171
4.3.2.RELEASE;4.3.2.BUILD-SNAPSHOT;171
4.3.3.RELEASE;4.3.3.BUILD-SNAPSHOT;171
1.9;1.9-SNAPSHOT;170
2.0.0.CR7;2.0.0.CR6;170
2.2.0;2.3-SNAPSHOT;170
2.3.9;2.3.10-SNAPSHOT;170
8.1.0.Final;1.0.0.Final;170
0.90;0.91;169
1.0.0.beta1;1.0.0.beta1;169
1.0.0.Beta6;1.0.0.beta5;169
1.1.1.RELEASE;1.1.2.BUILD-SNAPSHOT;169
1.1.1.RELEASE;1.1.5.BUILD-SNAPSHOT;169
1.1.2.RELEASE;1.1.4.BUILD-SNAPSHOT;169
1.1.3.RELEASE;1.1.4.BUILD-SNAPSHOT;169
2.0.0.CR2;2.0.0.CR2;169
2.0.0.CR6;2.0.0.CR5;169
2.0.5;2.0.5-SNAPSHOT;169
2.4.1;2.4.1;169
3.1.0-RC1;2.3.9-SNAPSHOT;169
4.3.0.RELEASE;4.3.0.BUILD-SNAPSHOT;169
4.5;4.5;169
0.13.3;0.13.4-SNAPSHOT;168
0.13.4;0.13.5-SNAPSHOT;168
0.13.6;0.13.7-SNAPSHOT;168
0.15.0;0.15.1-SNAPSHOT;168
0.15.1;0.15.2-SNAPSHOT;168
0.15.10;0.15.11-SNAPSHOT;168
0.15.5;0.15.6-SNAPSHOT;168
0.15.7;0.15.8-SNAPSHOT;168
0.15.8;0.15.9-SNAPSHOT;168
0.16.0;0.16.1-SNAPSHOT;168
0.16.1;0.16.2-SNAPSHOT;168
0.16.3;0.16.4-SNAPSHOT;168
0.16.5;0.16.6-SNAPSHOT;168
0.17.0;0.16.7-SNAPSHOT;168
1.0.0.Alpha12;1.0.0.Alpha12;168
2.0-m10;2.0-SNAPSHOT;168
2.1.7;2.1.7;168
2.1.7;2.1.7-SNAPSHOT;168
2.1.8;2.1.8;168
3.2.10.RELEASE;4.1.4.RELEASE;168
5.5.1.Final;5.5.1.Final;168
0.136;0.136;167
0.20;0.19;167
2.0.0.Alpha12;2.0.0.CR1;167
2.0.0.Beta7;2.0.0.Beta7;167
2.0.0.Final;2.0.0.CR9;167
2.0.1.Final;2.0.3.Final;167
2.0.4.Final;2.0.5.CR1;167
2.0.5.CR1;2.0.4.Final;167
2.0.5.Final;2.0.5.CR1;167
2.2.10;2.2.11;167
2.9.0;2.9.0;167
4.0.9.RELEASE;4.1.4.RELEASE;167
4.1.1.RELEASE;4.1.2.BUILD-SNAPSHOT;167
0.1.62;0.1.63-SNAPSHOT;166
1.9.1;1.9.1;166
2.0.0-RC1;2.0.0-RC1;166
2.1.5;2.1.5-SNAPSHOT;166
2.1.8;2.1.8-SNAPSHOT;166
2.6;2.6;166
2.7.0;2.5.4;166
0.136;0.135;165
0.4;0.4;165
0.6.5;0.7;165
0.6.5;0.7-SNAPSHOT;165
0.88;0.89-SNAPSHOT;165
1.3;1.2;165
1.7.5;1.7.2;165
1.9.M02;1.9.M02;165
2.0.0.Beta4;2.0.0.BETA2;165
2.0.0.Beta5;2.0.0.BETA2;165
2.0.0.CR1;2.0.0.Beta7;165
2.1.2;2.2-SNAPSHOT;165
4.2.5.RELEASE;4.3.0.RC1;165
4.2.7.RELEASE;4.3.3.RELEASE;165
0.12.1;0.13.1-SNAPSHOT;164
0.7.0;0.7.1-SNAPSHOT;164
1.0.0.Alpha16;1.0.0.Alpha15;164
1.0.0.Alpha18;1.0.0.Alpha18;164
1.0.13;1.1.0.RC3;164
1.0.13;1.1.0-SNAPSHOT;164
3.6.2;3.6.2;164
4.1.3.RELEASE;4.1.3.BUILD-SNAPSHOT;164
4.1.4.RELEASE;4.1.4.BUILD-SNAPSHOT;164
0.5.0;0.5.0;163
0.9.1-hadoop1;0.10-SNAPSHOT;163
1.7;1.7;163
1.9.M01;1.9-SNAPSHOT;163
1.9.M03;1.9.M03;163
1.9.M04;1.9.M04;163
2.0.0.Alpha11;2.0.0.Alpha10;163
2.0.2;2.0.2-SNAPSHOT;163
2.0.3;2.0.3-SNAPSHOT;163
0.11.12;0.11.13-SNAPSHOT;162
0.12.0;0.13.1-SNAPSHOT;162
0.21.0.RELEASE;0.21.0.RELEASE;162
0.3.0;0.3.1-SNAPSHOT;162
0.7.0-rc3;0.7.0;162
0.7.1;0.7.1-SNAPSHOT;162
1.7.2;1.8-SNAPSHOT;162
1.7.6;1.7.2;162
2.0.0.Alpha13;2.0.0.Alpha12;162
2.0.0.Alpha13;2.0.0.Alpha13;162
2.0.0.Beta1;2.0.0.Alpha12;162
2.0-m09;2.0-SNAPSHOT;162
2.0-m09-1;2.0-m10;162
2.0-m09-1;2.0-SNAPSHOT;162
2.1.6;2.1.6-SNAPSHOT;162
0.10.2;0.10.3-SNAPSHOT;161
1.0.0.Alpha7;1.0.0.Alpha6;161
1.1.2.Final;1.1.1.Final;161
1.9.6;2.0.1;161
2.0.0.Alpha11;2.0.0.Alpha12;161
2.0.4;2.0.4-SNAPSHOT;161
2.0-m09;2.0-m09-1;161
2.1.3;2.1.3-SNAPSHOT;161
2.2.0-M03;2.1.7;161
0.11.3;0.11.5-SNAPSHOT;160
0.11.5;0.11.6-SNAPSHOT;160
0.11.7;0.11.8-SNAPSHOT;160
0.4.2;0.4.3-SNAPSHOT;160
0.8.6;0.8.7-SNAPSHOT;160
0.9;0.8;160
1.0.0.Alpha6;1.0.0.Alpha5;160
2.0.0.Alpha5;2.0.0.Alpha4;160
2.0.0.Alpha5;2.0.0.Alpha5;160
2.0.0.Alpha8;2.0.0.Alpha6;160
2.0.0.Alpha9;2.0.0.Alpha8;160
2.1.7;2.2-SNAPSHOT;160
2.7.0;1.10.19;160
2.7.2;2.5.4;160
1.2.3;1.2.3;159
1.6.4;1.6.3;159
1.8.1;1.9-SNAPSHOT;159
2.0.0.Alpha10;2.0.0.Alpha9;159
2.1.8;2.2.2-SNAPSHOT;159
3.4.1;2.7.5;159
4.3.1;4.3.1;159
0.8.11;0.8.12-SNAPSHOT;158
0.8.7;0.8.8-SNAPSHOT;158
1.6.5;1.5.5;158
1.8.M06;1.8.M07ENG1;158
1.8.M07;1.8.M07;158
2.1.4;2.1.4-SNAPSHOT;158
3.0.0-M03;2.2.9-SNAPSHOT;158
3.11.0.v20150405-1723;3.10.0.v20140318-2214;158
3.2.17.RELEASE;5.0.0.BUILD-SNAPSHOT;158
2.0-m08-1;2.0-m09;157
2.0-m08-1;2.0-SNAPSHOT;157
6.8.7;6.3.1;157
0.9.0-milestone-1-hadoop1;0.9-SNAPSHOT;156
1.2.0;1.2.0;156
1.6.3;1.3.3;156
1.8.M05;1.8.M05;156
1.8.M06;1.8.M06;156
2.4.0-b24;1;156
2.53;2.53;156
0.128;0.128-SNAPSHOT;155
1.0.0;0.9.24;155
1.2.0.RELEASE;1.1.1.RELEASE;155
1.9.3;1.9.3-SNAPSHOT;155
1.9.8;2.0.4-SNAPSHOT;155
2.0.0.Alpha4;2.0.0.Alpha3;155
2.23.1;2.22.2;155
3.1.9;3.1.8;155
3.2.8.RELEASE;4.0.2.RELEASE;155
4.2.6.RELEASE;4.2.6.BUILD-SNAPSHOT;155
4.2.7.RELEASE;4.2.7.BUILD-SNAPSHOT;155
0.2.29;0.2.29;154
0.4.0;0.4.1-SNAPSHOT;154
0.8.1;0.9.0-SNAPSHOT;154
0.87;0.87;154
0.9.2;0.9.3;154
1.0.0.Alpha11;1.0.0.Alpha11;154
1.0.0.Alpha17;1.0.0.Alpha16;154
1.0.0.beta1;1.0.0.Alpha19;154
1.3.0.RELEASE;1.3.0.RELEASE;154
1.9.M05;1.9.M05;154
1.9.RC1;1.9.RC1;154
1.9.RC2;1.9.RC2;154
10.0.0.CR3;10.0.0.CR3;154
2.0.0.Alpha3;2.0.0.Alpha2;154
2.3;2.0;154
3.1.0-M04;2.2.11-SNAPSHOT;154
3.7.0.v20150330-2103;3.6.0.v20140424-0053;154
4.1.0.RELEASE;4.0.7.RELEASE;154
7.0.57;7.0.57;154
1.0.0.Alpha19;1.0.0.Alpha18;153
1.4.M03;1.4-SNAPSHOT;153
1.9.7;2.0.2-SNAPSHOT;153
2.0-m08;2.0-m08-1;153
2.0-m08;2.0-SNAPSHOT;153
2.1.0-M01;2.1.0-M01;153
2.1.1;2.1.1-SNAPSHOT;153
2.10.3;3.1.3;153
3.0.0.Alpha23;3.0.0.Alpha22;153
3.0.0.Beta2;3.0.0.Alpha24;153
3.0.0-M05;2.2.10-SNAPSHOT;153
3.0.0-M05;2.2.9-SNAPSHOT;153
4.2.1.RELEASE;4.2.5.RELEASE;153
4.2.5.RELEASE;4.2.6.BUILD-SNAPSHOT;153
7.2.2.v20101205;7.1.6.v20100715;153
0.10;0.9;152
0.9.1;1.0.0-SNAPSHOT;152
0.9.2;1.0.0-SNAPSHOT;152
1.0.0.CR1;1.0.0.CR1;152
1.0.13;0.9.30;152
1.3.1.Final;1.3.1.Final;152
1.4.9;1.4.7;152
1.8.2;1.9-SNAPSHOT;152
4.2.3.RELEASE;4.2.3.BUILD-SNAPSHOT;152
0.84;0.84;151
1.5.M01;1.5-SNAPSHOT;151
2.0.5;2.2.3-SNAPSHOT;151
0.30;0.30;150
1.3.2;1.3.2;150
1.9.8;1.9.8;150
2.0-m07;2.0-m07-1;150
2.0-m07;2.0-SNAPSHOT;150
2.0-m07-1;2.0-m08;150
2.0-m07-1;2.0-SNAPSHOT;150
2.1.2;2.1.2-SNAPSHOT;150
2.1.4;2.2-SNAPSHOT;150
2.2.0;2.0.0;150
4.2.5.RELEASE;4.3.0.M1;150
4.3.2.RELEASE;4.2.8.BUILD-SNAPSHOT;150
1.16;1.16;149
1.2.17;1.2.17;149
1.9.RC1;1.9-SNAPSHOT;149
2.0-m06;2.0-m07;149
2.0-m06;2.0-SNAPSHOT;149
2.1.0;2.1-SNAPSHOT;149
2.1.0-RC1;2.2-SNAPSHOT;149
2.1.0-RC2;2.1.0-RC2;149
2.1.0-RC2;2.1-SNAPSHOT;149
2.1.0-RC2;2.2-SNAPSHOT;149
3.0.3;2.2.11-SNAPSHOT;149
0.6.17;0.6.18-SNAPSHOT;148
1.0.1;1.0.2-SNAPSHOT;148
2.0.0-M04;2.0.0-M04;148
2.0.0-M05;2.0.0-M05;148
2.0-m05-2;2.0-m06;148
2.0-m05-2;2.0-SNAPSHOT;148
2.1.4;2.1.6-SNAPSHOT;148
4.0.36.Final;4.1.0.CR7;148
4.0.36.Final;4.1.0.Final-SNAPSHOT;148
4.2.4.RELEASE;4.1.9.RELEASE;148
7.0.0.Alpha1;7.0.0.Beta1;148
0.79;0.80-SNAPSHOT;147
1.0.0.Alpha5;1.0.0.Alpha5-SNAPSHOT;147
1.0.0.Alpha8;1.0.0.Alpha8;147
1.0.0.Alpha9;1.0.0.Alpha8;147
1.10;1.10;147
1.5;1.5-SNAPSHOT;147
1.9.M01;1.9.M01;147
2.3.1;2.3.2-SNAPSHOT;147
3.0;3.0;147
3.0.0.Alpha22;3.0.0.Alpha22;147
4.1.1.RELEASE;4.1.1.BUILD-SNAPSHOT;147
4.2.0.RELEASE;4.2.0.BUILD-SNAPSHOT;147
4.2.1.RELEASE;4.2.1.BUILD-SNAPSHOT;147
5.5.0;5.6.0;147
0.6.5;0.6.6-SNAPSHOT;146
0.6.7;0.6.8-SNAPSHOT;146
1.10;1.9;146
1.9.8;1.9.8-SNAPSHOT;146
1.9.9;1.9.9-SNAPSHOT;146
2.0;2.1-SNAPSHOT;146
2.0.0-M06;2.0.0-M06;146
2.1.0-RC1;2.1.0-RC1;146
2.4.3;2.4.2;146
2.44.0;2.42.2;146
0.125;0.124;145
0.125;0.125;145
0.126;0.126;145
0.126;0.126-SNAPSHOT;145
0.127;0.127-SNAPSHOT;145
1.0.0.Alpha12;1.0.0.Alpha11;145
1.0.0.Alpha15;1.0.0.Alpha14;145
1.16;1.14;145
1.8;1.9-SNAPSHOT;145
2.1.3;2.1.2;145
2.6.2;2.6.2;145
4.1.2.RELEASE;4.1.2.RELEASE;145
0.122;0.122;144
0.123;0.123-SNAPSHOT;144
0.124;0.123;144
0.4;0.5-SNAPSHOT;144
1.0.0.Alpha11;1.0.0.Alpha9;144
1.4.5.RELEASE;1.4.5.RELEASE;144
1.5;1.6.M01;144
